Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
MAGEA11,11/20/15,MAGE11,MAGE-11|MAGEA-11|MGC10511|CT1.11,MAGE11|MAGE-11|MAGEA-11|MGC10511|CT1.11
MAGE-11,11/20/15,MAGE11,MAGEA11|MAGEA-11|MGC10511|CT1.11,MAGE11|MAGEA11|MAGEA-11|MGC10511|CT1.11
MAGEA-11,11/20/15,MAGE11,MAGEA11|MAGE-11|MGC10511|CT1.11,MAGE11|MAGEA11|MAGE-11|MGC10511|CT1.11
MGC10511,11/20/15,MAGE11,MAGEA11|MAGE-11|MAGEA-11|CT1.11,MAGE11|MAGEA11|MAGE-11|MAGEA-11|CT1.11
CT1.11,11/20/15,MAGE11,MAGEA11|MAGE-11|MAGEA-11|MGC10511,MAGE11|MAGEA11|MAGE-11|MAGEA-11|MGC10511
MAGEA12,11/20/15,MAGE12,CT1.12,MAGE12|CT1.12
CT1.12,11/20/15,MAGE12,MAGEA12,MAGE12|MAGEA12
ABCD4,11/20/15,PXMP1L,PMP69|P70R|EST352188,PXMP1L|PMP69|P70R|EST352188
PMP69,11/20/15,PXMP1L,ABCD4|P70R|EST352188,PXMP1L|ABCD4|P70R|EST352188
P70R,11/20/15,PXMP1L,ABCD4|PMP69|EST352188,PXMP1L|ABCD4|PMP69|EST352188
EST352188,11/20/15,PXMP1L,ABCD4|PMP69|P70R,PXMP1L|ABCD4|PMP69|P70R
ARHGDIG,4/20/16,,RHOGDI-3,RHOGDI-3
RHOGDI-3,4/20/16,,ARHGDIG,ARHGDIG
MAGEA2,11/20/15,MAGE2,MAGEA2A|CT1.2,MAGE2|MAGEA2A|CT1.2
MAGEA2A,11/20/15,MAGE2,MAGEA2|CT1.2,MAGE2|MAGEA2|CT1.2
CT1.2,11/20/15,MAGE2,MAGEA2|MAGEA2A,MAGE2|MAGEA2|MAGEA2A
MAGEA3,11/20/15,MAGE3,HYPD|HIP8|MGC14613|CT1.3,MAGE3|HYPD|HIP8|MGC14613|CT1.3
HYPD,11/20/15,MAGE3,MAGEA3|HIP8|MGC14613|CT1.3,MAGE3|MAGEA3|HIP8|MGC14613|CT1.3
HIP8,11/20/15,MAGE3,MAGEA3|HYPD|MGC14613|CT1.3,MAGE3|MAGEA3|HYPD|MGC14613|CT1.3
MGC14613,11/20/15,MAGE3,MAGEA3|HYPD|HIP8|CT1.3,MAGE3|MAGEA3|HYPD|HIP8|CT1.3
CT1.3,11/20/15,MAGE3,MAGEA3|HYPD|HIP8|MGC14613,MAGE3|MAGEA3|HYPD|HIP8|MGC14613
MAGEA4,11/20/15,MAGE4,MAGE4A|MAGE4B|MAGE-41|MAGE-X2|MGC21336|CT1.4,MAGE4|MAGE4A|MAGE4B|MAGE-41|MAGE-X2|MGC21336|CT1.4
MAGE4A,11/20/15,MAGE4,MAGEA4|MAGE4B|MAGE-41|MAGE-X2|MGC21336|CT1.4,MAGE4|MAGEA4|MAGE4B|MAGE-41|MAGE-X2|MGC21336|CT1.4
MAGE4B,11/20/15,MAGE4,MAGEA4|MAGE4A|MAGE-41|MAGE-X2|MGC21336|CT1.4,MAGE4|MAGEA4|MAGE4A|MAGE-41|MAGE-X2|MGC21336|CT1.4
MAGE-41,11/20/15,MAGE4,MAGEA4|MAGE4A|MAGE4B|MAGE-X2|MGC21336|CT1.4,MAGE4|MAGEA4|MAGE4A|MAGE4B|MAGE-X2|MGC21336|CT1.4
MAGE-X2,11/20/15,MAGE4,MAGEA4|MAGE4A|MAGE4B|MAGE-41|MGC21336|CT1.4,MAGE4|MAGEA4|MAGE4A|MAGE4B|MAGE-41|MGC21336|CT1.4
MGC21336,11/20/15,MAGE4,MAGEA4|MAGE4A|MAGE4B|MAGE-41|MAGE-X2|CT1.4,MAGE4|MAGEA4|MAGE4A|MAGE4B|MAGE-41|MAGE-X2|CT1.4
CT1.4,11/20/15,MAGE4,MAGEA4|MAGE4A|MAGE4B|MAGE-41|MAGE-X2|MGC21336,MAGE4|MAGEA4|MAGE4A|MAGE4B|MAGE-41|MAGE-X2|MGC21336
MAGEA5,11/20/15,MAGE5,MGC129526|CT1.5,MAGE5|MGC129526|CT1.5
MGC129526,11/20/15,MAGE5,MAGEA5|CT1.5,MAGE5|MAGEA5|CT1.5
CT1.5,11/20/15,MAGE5,MAGEA5|MGC129526,MAGE5|MAGEA5|MGC129526
MAGEA6,11/20/15,MAGE6,CT1.6|MAGE3B|MAGE-3b,MAGE6|CT1.6|MAGE3B|MAGE-3b
CT1.6,11/20/15,MAGE6,MAGEA6|MAGE3B|MAGE-3b,MAGE6|MAGEA6|MAGE3B|MAGE-3b
MAGE3B,11/20/15,MAGE6,MAGEA6|CT1.6|MAGE-3b,MAGE6|MAGEA6|CT1.6|MAGE-3b
MAGE-3b,11/20/15,MAGE6,MAGEA6|CT1.6|MAGE3B,MAGE6|MAGEA6|CT1.6|MAGE3B
MAGEA7P,11/20/15,MAGE7|MAGEA7,,MAGE7|MAGEA7
MAGEA8,11/20/15,MAGE8,MGC2182|CT1.8,MAGE8|MGC2182|CT1.8
MGC2182,11/20/15,MAGE8,MAGEA8|CT1.8,MAGE8|MAGEA8|CT1.8
CT1.8,11/20/15,MAGE8,MAGEA8|MGC2182,MAGE8|MAGEA8|MGC2182
MAGEA9,11/20/15,MAGE9,MGC8421|CT1.9,MAGE9|MGC8421|CT1.9
MGC8421,11/20/15,MAGE9,MAGEA9|CT1.9,MAGE9|MAGEA9|CT1.9
CT1.9,11/20/15,MAGE9,MAGEA9|MGC8421,MAGE9|MAGEA9|MGC8421
MAGEB1,11/20/15,,MAGEL1|MAGE-Xp|DAM10|MGC9322|CT3.1,MAGEL1|MAGE-Xp|DAM10|MGC9322|CT3.1
MAGEL1,11/20/15,,MAGEB1|MAGE-Xp|DAM10|MGC9322|CT3.1,MAGEB1|MAGE-Xp|DAM10|MGC9322|CT3.1
MAGE-Xp,11/20/15,,MAGEB1|MAGEL1|DAM10|MGC9322|CT3.1,MAGEB1|MAGEL1|DAM10|MGC9322|CT3.1
DAM10,11/20/15,,MAGEB1|MAGEL1|MAGE-Xp|MGC9322|CT3.1,MAGEB1|MAGEL1|MAGE-Xp|MGC9322|CT3.1
MGC9322,11/20/15,,MAGEB1|MAGEL1|MAGE-Xp|DAM10|CT3.1,MAGEB1|MAGEL1|MAGE-Xp|DAM10|CT3.1
CT3.1,11/20/15,,MAGEB1|MAGEL1|MAGE-Xp|DAM10|MGC9322,MAGEB1|MAGEL1|MAGE-Xp|DAM10|MGC9322
MAGEB2,11/20/15,,DAM6|MAGE-XP-2|MGC26438|CT3.2,DAM6|MAGE-XP-2|MGC26438|CT3.2
DAM6,11/20/15,,MAGEB2|MAGE-XP-2|MGC26438|CT3.2,MAGEB2|MAGE-XP-2|MGC26438|CT3.2
MAGE-XP-2,11/20/15,,MAGEB2|DAM6|MGC26438|CT3.2,MAGEB2|DAM6|MGC26438|CT3.2
MGC26438,11/20/15,,MAGEB2|DAM6|MAGE-XP-2|CT3.2,MAGEB2|DAM6|MAGE-XP-2|CT3.2
CT3.2,11/20/15,,MAGEB2|DAM6|MAGE-XP-2|MGC26438,MAGEB2|DAM6|MAGE-XP-2|MGC26438
ARHGEF1,11/20/15,,P115-RHOGEF|SUB1.5|LBCL2,P115-RHOGEF|SUB1.5|LBCL2
P115-RHOGEF,11/20/15,,ARHGEF1|SUB1.5|LBCL2,ARHGEF1|SUB1.5|LBCL2
SUB1.5,11/20/15,,ARHGEF1|P115-RHOGEF|LBCL2,ARHGEF1|P115-RHOGEF|LBCL2
LBCL2,11/20/15,,ARHGEF1|P115-RHOGEF|SUB1.5,ARHGEF1|P115-RHOGEF|SUB1.5
MAGEB3,11/20/15,,CT3.5,CT3.5
CT3.5,11/20/15,,MAGEB3,MAGEB3
MAGEB4,11/20/15,,MGC33144|CT3.6,MGC33144|CT3.6
MGC33144,11/20/15,,MAGEB4|CT3.6,MAGEB4|CT3.6
CT3.6,11/20/15,,MAGEB4|MGC33144,MAGEB4|MGC33144
MAGEC1,11/20/15,,MAGE-C1|CT7|MGC39366|CT7.1,MAGE-C1|CT7|MGC39366|CT7.1
MAGE-C1,11/20/15,,MAGEC1|CT7|MGC39366|CT7.1,MAGEC1|CT7|MGC39366|CT7.1
CT7,11/20/15,,MAGEC1|MAGE-C1|MGC39366|CT7.1,MAGEC1|MAGE-C1|MGC39366|CT7.1
MGC39366,11/20/15,,MAGEC1|MAGE-C1|CT7|CT7.1,MAGEC1|MAGE-C1|CT7|CT7.1
CT7.1,11/20/15,,MAGEC1|MAGE-C1|CT7|MGC39366,MAGEC1|MAGE-C1|CT7|MGC39366
MAGED1,11/20/15,,NRAGE|DLXIN-1,NRAGE|DLXIN-1
NRAGE,11/20/15,,MAGED1|DLXIN-1,MAGED1|DLXIN-1
DLXIN-1,11/20/15,,MAGED1|NRAGE,MAGED1|NRAGE
MAGEL2,11/20/15,NDNL1,nM15,NDNL1|nM15
nM15,11/20/15,NDNL1,MAGEL2,NDNL1|MAGEL2
MAGOH,7/20/15,,MAGOHA|MAGOH1,MAGOHA|MAGOH1
MAGOHA,7/20/15,,MAGOH|MAGOH1,MAGOH|MAGOH1
MAGOH1,7/20/15,,MAGOH|MAGOHA,MAGOH|MAGOHA
MAK,1/20/16,,dJ417M14.2|RP62,dJ417M14.2|RP62
dJ417M14.2,1/20/16,,MAK|RP62,MAK|RP62
RP62,1/20/16,,MAK|dJ417M14.2,MAK|dJ417M14.2
MAL,5/20/16,,,
MALL,5/20/16,,BENE,BENE
BENE,5/20/16,,MALL,MALL
MALT1,12/20/14,MLT,PCASP1,MLT|PCASP1
PCASP1,12/20/14,MLT,MALT1,MLT|MALT1
ARHGEF2,11/20/15,,LFP40|GEF-H1|KIAA0651|P40,LFP40|GEF-H1|KIAA0651|P40
LFP40,11/20/15,,ARHGEF2|GEF-H1|KIAA0651|P40,ARHGEF2|GEF-H1|KIAA0651|P40
GEF-H1,11/20/15,,ARHGEF2|LFP40|KIAA0651|P40,ARHGEF2|LFP40|KIAA0651|P40
KIAA0651,11/20/15,,ARHGEF2|LFP40|GEF-H1|P40,ARHGEF2|LFP40|GEF-H1|P40
P40,11/20/15,,ARHGEF2|LFP40|GEF-H1|KIAA0651,ARHGEF2|LFP40|GEF-H1|KIAA0651
MAM~,,,,
MAN1A1,1/20/16,,,
MAN1A2,1/20/16,,MAN1B,MAN1B
MAN1B,1/20/16,,MAN1A2,MAN1A2
MAN1B1,1/20/16,,MANA-ER|MRT15|ERManI,MANA-ER|MRT15|ERManI
MANA-ER,1/20/16,,MAN1B1|MRT15|ERManI,MAN1B1|MRT15|ERManI
MRT15,1/20/16,,MAN1B1|MANA-ER|ERManI,MAN1B1|MANA-ER|ERManI
ERManI,1/20/16,,MAN1B1|MANA-ER|MRT15,MAN1B1|MANA-ER|MRT15
MAN2A1,1/20/16,MANA2,GOLIM7,MANA2|GOLIM7
GOLIM7,1/20/16,MANA2,MAN2A1,MANA2|MAN2A1
MAN2A2,1/20/16,,MANA2X|HsT19662,MANA2X|HsT19662
MANA2X,1/20/16,,MAN2A2|HsT19662,MAN2A2|HsT19662
HsT19662,1/20/16,,MAN2A2|MANA2X,MAN2A2|MANA2X
MAN2B1,1/20/16,MANB,LAMAN,MANB|LAMAN
LAMAN,1/20/16,MANB,MAN2B1,MANB|MAN2B1
MAN2C1,1/20/16,MANA1|MANA,,MANA1|MANA
MANA1~,,,,
MANA2~,,,,
ARHGEF3,11/20/15,,STA3|XPLN|GEF3|DKFZP434F2429,STA3|XPLN|GEF3|DKFZP434F2429
STA3,11/20/15,,ARHGEF3|XPLN|GEF3|DKFZP434F2429,ARHGEF3|XPLN|GEF3|DKFZP434F2429
XPLN,11/20/15,,ARHGEF3|STA3|GEF3|DKFZP434F2429,ARHGEF3|STA3|GEF3|DKFZP434F2429
GEF3,11/20/15,,ARHGEF3|STA3|XPLN|DKFZP434F2429,ARHGEF3|STA3|XPLN|DKFZP434F2429
DKFZP434F2429,11/20/15,,ARHGEF3|STA3|XPLN|GEF3,ARHGEF3|STA3|XPLN|GEF3
MANB~,,,,
MANBA,1/20/16,,,
MANBB~,,,,
MAOA,,,,
MAOB,,,,
MAP1A,11/20/15,MAP1L,,MAP1L
MAP1B,11/20/15,,MAP5|PPP1R102,MAP5|PPP1R102
MAP5,11/20/15,,MAP1B|PPP1R102,MAP1B|PPP1R102
PPP1R102,11/20/15,,MAP1B|MAP5,MAP1B|MAP5
MAP1L~,,,,
MAP1LC3A,11/20/15,,MAP1BLC3|MAP1ALC3|LC3|LC3A|ATG8E,MAP1BLC3|MAP1ALC3|LC3|LC3A|ATG8E
MAP1BLC3,11/20/15,,MAP1LC3A|MAP1ALC3|LC3|LC3A|ATG8E,MAP1LC3A|MAP1ALC3|LC3|LC3A|ATG8E
MAP1ALC3,11/20/15,,MAP1LC3A|MAP1BLC3|LC3|LC3A|ATG8E,MAP1LC3A|MAP1BLC3|LC3|LC3A|ATG8E
LC3,11/20/15,,MAP1LC3A|MAP1BLC3|MAP1ALC3|LC3A|ATG8E,MAP1LC3A|MAP1BLC3|MAP1ALC3|LC3A|ATG8E
LC3A,11/20/15,,MAP1LC3A|MAP1BLC3|MAP1ALC3|LC3|ATG8E,MAP1LC3A|MAP1BLC3|MAP1ALC3|LC3|ATG8E
ATG8E,11/20/15,,MAP1LC3A|MAP1BLC3|MAP1ALC3|LC3|LC3A,MAP1LC3A|MAP1BLC3|MAP1ALC3|LC3|LC3A
MAP2,11/20/15,,MAP2A|MAP2B|MAP2C,MAP2A|MAP2B|MAP2C
MAP2A,11/20/15,,MAP2|MAP2B|MAP2C,MAP2|MAP2B|MAP2C
MAP2B,11/20/15,,MAP2|MAP2A|MAP2C,MAP2|MAP2A|MAP2C
MAP2C,11/20/15,,MAP2|MAP2A|MAP2B,MAP2|MAP2A|MAP2B
ARHGEF4,11/20/15,,STM6|KIAA1112|ASEF,STM6|KIAA1112|ASEF
STM6,11/20/15,,ARHGEF4|KIAA1112|ASEF,ARHGEF4|KIAA1112|ASEF
KIAA1112,11/20/15,,ARHGEF4|STM6|ASEF,ARHGEF4|STM6|ASEF
ASEF,11/20/15,,ARHGEF4|STM6|KIAA1112,ARHGEF4|STM6|KIAA1112
MAP2K1,,PRKMK1,MEK1|MAPKK1,PRKMK1|MEK1|MAPKK1
MEK1,,PRKMK1,MAP2K1|MAPKK1,PRKMK1|MAP2K1|MAPKK1
MAPKK1,,PRKMK1,MAP2K1|MEK1,PRKMK1|MAP2K1|MEK1
MAP2K1P1,,,,
MAP2K2,,PRKMK2,MEK2,PRKMK2|MEK2
MEK2,,PRKMK2,MAP2K2,PRKMK2|MAP2K2
MAP2K3,,PRKMK3,MEK3|MKK3|MAPKK3,PRKMK3|MEK3|MKK3|MAPKK3
MEK3,,PRKMK3,MAP2K3|MKK3|MAPKK3,PRKMK3|MAP2K3|MKK3|MAPKK3
MKK3,,PRKMK3,MAP2K3|MEK3|MAPKK3,PRKMK3|MAP2K3|MEK3|MAPKK3
MAPKK3,,PRKMK3,MAP2K3|MEK3|MKK3,PRKMK3|MAP2K3|MEK3|MKK3
MAP2K4,,SERK1,MEK4|JNKK1|PRKMK4|MKK4,SERK1|MEK4|JNKK1|PRKMK4|MKK4
MEK4,,SERK1,MAP2K4|JNKK1|PRKMK4|MKK4,SERK1|MAP2K4|JNKK1|PRKMK4|MKK4
JNKK1,,SERK1,MAP2K4|MEK4|PRKMK4|MKK4,SERK1|MAP2K4|MEK4|PRKMK4|MKK4
PRKMK4,,SERK1,MAP2K4|MEK4|JNKK1|MKK4,SERK1|MAP2K4|MEK4|JNKK1|MKK4
MKK4,,SERK1,MAP2K4|MEK4|JNKK1|PRKMK4,SERK1|MAP2K4|MEK4|JNKK1|PRKMK4
MAP2K5,,PRKMK5,MEK5|MAPKK5|HsT17454,PRKMK5|MEK5|MAPKK5|HsT17454
MEK5,,PRKMK5,MAP2K5|MAPKK5|HsT17454,PRKMK5|MAP2K5|MAPKK5|HsT17454
MAPKK5,,PRKMK5,MAP2K5|MEK5|HsT17454,PRKMK5|MAP2K5|MEK5|HsT17454
HsT17454,,PRKMK5,MAP2K5|MEK5|MAPKK5,PRKMK5|MAP2K5|MEK5|MAPKK5
MAP2K6,,PRKMK6,MEK6|MKK6|SAPKK3|MAPKK6,PRKMK6|MEK6|MKK6|SAPKK3|MAPKK6
MEK6,,PRKMK6,MAP2K6|MKK6|SAPKK3|MAPKK6,PRKMK6|MAP2K6|MKK6|SAPKK3|MAPKK6
MKK6,,PRKMK6,MAP2K6|MEK6|SAPKK3|MAPKK6,PRKMK6|MAP2K6|MEK6|SAPKK3|MAPKK6
SAPKK3,,PRKMK6,MAP2K6|MEK6|MKK6|MAPKK6,PRKMK6|MAP2K6|MEK6|MKK6|MAPKK6
MAPKK6,,PRKMK6,MAP2K6|MEK6|MKK6|SAPKK3,PRKMK6|MAP2K6|MEK6|MKK6|SAPKK3
MAP2K7,,PRKMK7,MKK7|Jnkk2,PRKMK7|MKK7|Jnkk2
MKK7,,PRKMK7,MAP2K7|Jnkk2,PRKMK7|MAP2K7|Jnkk2
Jnkk2,,PRKMK7,MAP2K7|MKK7,PRKMK7|MAP2K7|MKK7
MAP3K1,3/20/16,MEKK1,MEKK|MAPKKK1,MEKK1|MEKK|MAPKKK1
MEKK,3/20/16,MEKK1,MAP3K1|MAPKKK1,MEKK1|MAP3K1|MAPKKK1
MAPKKK1,3/20/16,MEKK1,MAP3K1|MEKK,MEKK1|MAP3K1|MEKK
MAP3K10,,MLK2,MST|MEKK10,MLK2|MST|MEKK10
MST,,MLK2,MAP3K10|MEKK10,MLK2|MAP3K10|MEKK10
MEKK10,,MLK2,MAP3K10|MST,MLK2|MAP3K10|MST
ARHGEF6,11/20/15,MRX46,alphaPIX|Cool-2|KIAA0006|alpha-PIX|Cool2,MRX46|alphaPIX|Cool-2|KIAA0006|alpha-PIX|Cool2
alphaPIX,11/20/15,MRX46,ARHGEF6|Cool-2|KIAA0006|alpha-PIX|Cool2,MRX46|ARHGEF6|Cool-2|KIAA0006|alpha-PIX|Cool2
Cool-2,11/20/15,MRX46,ARHGEF6|alphaPIX|KIAA0006|alpha-PIX|Cool2,MRX46|ARHGEF6|alphaPIX|KIAA0006|alpha-PIX|Cool2
KIAA0006,11/20/15,MRX46,ARHGEF6|alphaPIX|Cool-2|alpha-PIX|Cool2,MRX46|ARHGEF6|alphaPIX|Cool-2|alpha-PIX|Cool2
alpha-PIX,11/20/15,MRX46,ARHGEF6|alphaPIX|Cool-2|KIAA0006|Cool2,MRX46|ARHGEF6|alphaPIX|Cool-2|KIAA0006|Cool2
Cool2,11/20/15,MRX46,ARHGEF6|alphaPIX|Cool-2|KIAA0006|alpha-PIX,MRX46|ARHGEF6|alphaPIX|Cool-2|KIAA0006|alpha-PIX
MAP3K11,,MLK3|PTK1,SPRK|MEKK11,MLK3|PTK1|SPRK|MEKK11
SPRK,,MLK3|PTK1,MAP3K11|MEKK11,MLK3|PTK1|MAP3K11|MEKK11
MEKK11,,MLK3|PTK1,MAP3K11|SPRK,MLK3|PTK1|MAP3K11|SPRK
MAP3K12,,ZPK,MUK|DLK|ZPKP1|MEKK12,ZPK|MUK|DLK|ZPKP1|MEKK12
MUK,,ZPK,MAP3K12|DLK|ZPKP1|MEKK12,ZPK|MAP3K12|DLK|ZPKP1|MEKK12
DLK,,ZPK,MAP3K12|MUK|ZPKP1|MEKK12,ZPK|MAP3K12|MUK|ZPKP1|MEKK12
ZPKP1,,ZPK,MAP3K12|MUK|DLK|MEKK12,ZPK|MAP3K12|MUK|DLK|MEKK12
MEKK12,,ZPK,MAP3K12|MUK|DLK|ZPKP1,ZPK|MAP3K12|MUK|DLK|ZPKP1
MAP3K13,,,LZK|MEKK13,LZK|MEKK13
LZK,,,MAP3K13|MEKK13,MAP3K13|MEKK13
MEKK13,,,MAP3K13|LZK,MAP3K13|LZK
MAP3K14,,,NIK|HSNIK|FTDCR1B|HS,NIK|HSNIK|FTDCR1B|HS
NIK,,,MAP3K14|HSNIK|FTDCR1B|HS,MAP3K14|HSNIK|FTDCR1B|HS
HSNIK,,,MAP3K14|NIK|FTDCR1B|HS,MAP3K14|NIK|FTDCR1B|HS
FTDCR1B,,,MAP3K14|NIK|HSNIK|HS,MAP3K14|NIK|HSNIK|HS
HS,,,MAP3K14|NIK|HSNIK|FTDCR1B,MAP3K14|NIK|HSNIK|FTDCR1B
MAP3K2,,MEKK2,MEKK2B,MEKK2|MEKK2B
MEKK2B,,MEKK2,MAP3K2,MEKK2|MAP3K2
MAP3K3,,MEKK3,MAPKKK3,MEKK3|MAPKKK3
MAPKKK3,,MEKK3,MAP3K3,MEKK3|MAP3K3
MAP3K4,,MEKK4,MTK1|MAPKKK4|KIAA0213,MEKK4|MTK1|MAPKKK4|KIAA0213
MTK1,,MEKK4,MAP3K4|MAPKKK4|KIAA0213,MEKK4|MAP3K4|MAPKKK4|KIAA0213
MAPKKK4,,MEKK4,MAP3K4|MTK1|KIAA0213,MEKK4|MAP3K4|MTK1|KIAA0213
KIAA0213,,MEKK4,MAP3K4|MTK1|MAPKKK4,MEKK4|MAP3K4|MTK1|MAPKKK4
MAP3K5,,MEKK5,MAPKKK5|ASK1,MEKK5|MAPKKK5|ASK1
MAPKKK5,,MEKK5,MAP3K5|ASK1,MEKK5|MAP3K5|ASK1
ASK1,,MEKK5,MAP3K5|MAPKKK5,MEKK5|MAP3K5|MAPKKK5
MAP3K6,,,MAPKKK6|ASK2|MEKK6,MAPKKK6|ASK2|MEKK6
MAPKKK6,,,MAP3K6|ASK2|MEKK6,MAP3K6|ASK2|MEKK6
ASK2,,,MAP3K6|MAPKKK6|MEKK6,MAP3K6|MAPKKK6|MEKK6
MEKK6,,,MAP3K6|MAPKKK6|ASK2,MAP3K6|MAPKKK6|ASK2
MAP3K7,,TAK1,MEKK7,TAK1|MEKK7
MEKK7,,TAK1,MAP3K7,TAK1|MAP3K7
RHOH,2/20/12,ARHH,RhoH|TTF,ARHH|RhoH|TTF
RhoH,2/20/12,ARHH,RHOH|TTF,ARHH|RHOH|TTF
TTF,2/20/12,ARHH,RHOH|RhoH,ARHH|RHOH|RhoH
MAP3K8,,COT|ESTF,Tpl-2|EST|c-COT|MEKK8,COT|ESTF|Tpl-2|EST|c-COT|MEKK8
Tpl-2,,COT|ESTF,MAP3K8|EST|c-COT|MEKK8,COT|ESTF|MAP3K8|EST|c-COT|MEKK8
EST,,COT|ESTF,MAP3K8|Tpl-2|c-COT|MEKK8,COT|ESTF|MAP3K8|Tpl-2|c-COT|MEKK8
c-COT,,COT|ESTF,MAP3K8|Tpl-2|EST|MEKK8,COT|ESTF|MAP3K8|Tpl-2|EST|MEKK8
MEKK8,,COT|ESTF,MAP3K8|Tpl-2|EST|c-COT,COT|ESTF|MAP3K8|Tpl-2|EST|c-COT
MAP3K9,,MLK1,PRKE1|MEKK9,MLK1|PRKE1|MEKK9
PRKE1,,MLK1,MAP3K9|MEKK9,MLK1|MAP3K9|MEKK9
MEKK9,,MLK1,MAP3K9|PRKE1,MLK1|MAP3K9|PRKE1
MAP4,11/20/15,,,
MAP4K1,,,HPK1,HPK1
HPK1,,,MAP4K1,MAP4K1
MAP4K2,,RAB8IP,GCK|BL44,RAB8IP|GCK|BL44
GCK,,RAB8IP,MAP4K2|BL44,RAB8IP|MAP4K2|BL44
BL44,,RAB8IP,MAP4K2|GCK,RAB8IP|MAP4K2|GCK
MAP4K3,,RAB8IPL1,GLK|MAPKKKK3,RAB8IPL1|GLK|MAPKKKK3
GLK,,RAB8IPL1,MAP4K3|MAPKKKK3,RAB8IPL1|MAP4K3|MAPKKKK3
MAPKKKK3,,RAB8IPL1,MAP4K3|GLK,RAB8IPL1|MAP4K3|GLK
MAP4K4,,,HGK|NIK|FLH21957,HGK|NIK|FLH21957
HGK,,,MAP4K4|NIK|FLH21957,MAP4K4|NIK|FLH21957
NIK,,,MAP4K4|HGK|FLH21957,MAP4K4|HGK|FLH21957
FLH21957,,,MAP4K4|HGK|NIK,MAP4K4|HGK|NIK
MAP4K5,,,KHS1|GCKR|KHS,KHS1|GCKR|KHS
KHS1,,,MAP4K5|GCKR|KHS,MAP4K5|GCKR|KHS
GCKR,,,MAP4K5|KHS1|KHS,MAP4K5|KHS1|KHS
KHS,,,MAP4K5|KHS1|GCKR,MAP4K5|KHS1|GCKR
MAP6,11/20/15,,KIAA1878|STOP|FLJ41346|MAP6-N,KIAA1878|STOP|FLJ41346|MAP6-N
KIAA1878,11/20/15,,MAP6|STOP|FLJ41346|MAP6-N,MAP6|STOP|FLJ41346|MAP6-N
STOP,11/20/15,,MAP6|KIAA1878|FLJ41346|MAP6-N,MAP6|KIAA1878|FLJ41346|MAP6-N
FLJ41346,11/20/15,,MAP6|KIAA1878|STOP|MAP6-N,MAP6|KIAA1878|STOP|MAP6-N
MAP6-N,11/20/15,,MAP6|KIAA1878|STOP|FLJ41346,MAP6|KIAA1878|STOP|FLJ41346
MAP7,11/20/15,,E-MAP-115,E-MAP-115
E-MAP-115,11/20/15,,MAP7,MAP7
DIRAS3,5/20/16,ARHI,NOEY2,ARHI|NOEY2
NOEY2,5/20/16,ARHI,DIRAS3,ARHI|DIRAS3
MAPE~,,,,
MAPK1,,PRKM2|PRKM1,ERK|ERK2|p41mapk|MAPK2,PRKM2|PRKM1|ERK|ERK2|p41mapk|MAPK2
ERK,,PRKM2|PRKM1,MAPK1|ERK2|p41mapk|MAPK2,PRKM2|PRKM1|MAPK1|ERK2|p41mapk|MAPK2
ERK2,,PRKM2|PRKM1,MAPK1|ERK|p41mapk|MAPK2,PRKM2|PRKM1|MAPK1|ERK|p41mapk|MAPK2
p41mapk,,PRKM2|PRKM1,MAPK1|ERK|ERK2|MAPK2,PRKM2|PRKM1|MAPK1|ERK|ERK2|MAPK2
MAPK2,,PRKM2|PRKM1,MAPK1|ERK|ERK2|p41mapk,PRKM2|PRKM1|MAPK1|ERK|ERK2|p41mapk
MAPK10,,PRKM10,JNK3|p493F12|p54bSAPK,PRKM10|JNK3|p493F12|p54bSAPK
JNK3,,PRKM10,MAPK10|p493F12|p54bSAPK,PRKM10|MAPK10|p493F12|p54bSAPK
p493F12,,PRKM10,MAPK10|JNK3|p54bSAPK,PRKM10|MAPK10|JNK3|p54bSAPK
p54bSAPK,,PRKM10,MAPK10|JNK3|p493F12,PRKM10|MAPK10|JNK3|p493F12
MAPK11,,PRKM11,p38-2|p38Beta|SAPK2,PRKM11|p38-2|p38Beta|SAPK2
p38-2,,PRKM11,MAPK11|p38Beta|SAPK2,PRKM11|MAPK11|p38Beta|SAPK2
p38Beta,,PRKM11,MAPK11|p38-2|SAPK2,PRKM11|MAPK11|p38-2|SAPK2
SAPK2,,PRKM11,MAPK11|p38-2|p38Beta,PRKM11|MAPK11|p38-2|p38Beta
MAPK12,,SAPK3,ERK6|PRKM12|p38gamma|SAPK-3,SAPK3|ERK6|PRKM12|p38gamma|SAPK-3
ERK6,,SAPK3,MAPK12|PRKM12|p38gamma|SAPK-3,SAPK3|MAPK12|PRKM12|p38gamma|SAPK-3
PRKM12,,SAPK3,MAPK12|ERK6|p38gamma|SAPK-3,SAPK3|MAPK12|ERK6|p38gamma|SAPK-3
p38gamma,,SAPK3,MAPK12|ERK6|PRKM12|SAPK-3,SAPK3|MAPK12|ERK6|PRKM12|SAPK-3
SAPK-3,,SAPK3,MAPK12|ERK6|PRKM12|p38gamma,SAPK3|MAPK12|ERK6|PRKM12|p38gamma
MAPK13,,PRKM13,SAPK4|p38delta,PRKM13|SAPK4|p38delta
SAPK4,,PRKM13,MAPK13|p38delta,PRKM13|MAPK13|p38delta
